posi_id,title,issn,old_url,new_url
POSI-J-023772,"Social Science & Medicine",0277-9536,"http://www.elsevier.com/wps/find/journaldescription.cws_home/315/description#description","https://www.sciencedirect.com/science/journal/02779536"
POSI-J-023775,"Information Sciences",0020-0255,"https://www.journals.elsevier.com/information-sciences","https://www.sciencedirect.com/science/journal/00200255"
POSI-J-023777,"Physiology & Behavior",0031-9384,"http://www.journals.elsevier.com/physiology-and-behavior/","https://www.sciencedirect.com/science/journal/00319384"
POSI-J-023784,"Personality and Individual Differences",0191-8869,"http://www.elsevier.com/locate/paid","https://www.sciencedirect.com/science/journal/01918869"
POSI-J-023788,"Sleep Medicine",1389-9457,"https://www.journals.elsevier.com/sleep-medicine","https://www.sciencedirect.com/science/journal/13899457"
POSI-J-023792,"Economics Letters",0165-1765,"http://www.elsevier.com/locate/ecolet","https://www.sciencedirect.com/science/journal/01651765"
POSI-J-023796,"Human Pathology",0046-8177,"https://www.journals.elsevier.com/human-pathology","https://www.sciencedirect.com/science/journal/00468177"
POSI-J-023804,"Journal of Business Research",0148-2963,"https://www.journals.elsevier.com/journal-of-business-research","https://www.sciencedirect.com/science/journal/01482963"
POSI-J-023815,"Applied Ergonomics",0003-6870,"https://www.journals.elsevier.com/applied-ergonomics","https://www.sciencedirect.com/science/journal/00036870"
POSI-J-023817,"Fuzzy Sets and Systems",0165-0114,"https://www.journals.elsevier.com/fuzzy-sets-and-systems","https://www.sciencedirect.com/science/journal/01650114"
POSI-J-023828,"Medical Clinics of North America",0025-7125,"https://www.journals.elsevier.com/medical-clinics-of-north-america","https://www.sciencedirect.com/science/journal/00257125"
POSI-J-023833,"Technological Forecasting and Social Change",0040-1625,"https://www.journals.elsevier.com/technological-forecasting-and-social-change","https://www.sciencedirect.com/science/journal/00401625"
POSI-J-023834,"Mathematics and Computers in Simulation",0378-4754,"https://www.journals.elsevier.com/mathematics-and-computers-in-simulation","https://www.sciencedirect.com/science/journal/03784754"
POSI-J-023836,"Journal of Clinical Epidemiology",0895-4356,"https://www.sciencedirect.com/journal/journal-of-clinical-epidemiology","https://www.sciencedirect.com/science/journal/08954356"
POSI-J-023839,"World Development",0305-750X,"http://www.elsevier.com/wps/find/journaldescription.cws_home/386/description#description","https://www.sciencedirect.com/science/journal/0305750X"
POSI-J-023843,"Finance research letters",1544-6123,"https://www.sciencedirect.com/journal/finance-research-letters","https://www.sciencedirect.com/science/journal/15446123"
POSI-J-023844,"Children and Youth Services Review",0190-7409,"https://www.journals.elsevier.com/children-and-youth-services-review","https://www.sciencedirect.com/science/journal/01907409"
POSI-J-023846,"International Journal of Production Economics",0925-5273,"https://www.journals.elsevier.com/international-journal-of-production-economics","https://www.sciencedirect.com/science/journal/09255273"
POSI-J-023849,"Computers in Human Behavior",0747-5632,"https://www.journals.elsevier.com/computers-in-human-behavior","https://www.sciencedirect.com/science/journal/07475632"
POSI-J-023854,"Energy Economics",0140-9883,"http://www.journals.elsevier.com/energy-economics/","https://www.sciencedirect.com/science/journal/01409883"
POSI-J-023855,"Ecological Economics",0921-8009,"http://www.journals.elsevier.com/ecological-economics/","https://www.sciencedirect.com/science/journal/09218009"
POSI-J-023860,"Behaviour Research and Therapy",0005-7967,"https://www.journals.elsevier.com/behaviour-research-and-therapy","https://www.sciencedirect.com/science/journal/00057967"
POSI-J-023863,"Child Abuse & Neglect",0145-2134,"https://www.journals.elsevier.com/child-abuse-and-neglect","https://www.sciencedirect.com/science/journal/01452134"
POSI-J-023864,"Clinical Therapeutics",0149-2918,"https://www.sciencedirect.com/journal/clinical-therapeutics","https://www.sciencedirect.com/science/journal/01492918"
POSI-J-023875,"Cities",0264-2751,"http://www.journals.elsevier.com/cities","https://www.sciencedirect.com/science/journal/02642751"
POSI-J-023877,"Journal of Economic Behavior & Organization",0167-2681,"http://www.elsevier.com/wps/find/journaldescription.cws_home/505559/description","https://www.sciencedirect.com/science/journal/01672681"
POSI-J-023880,"Long Range Planning",0024-6301,"https://www.journals.elsevier.com/long-range-planning","https://www.sciencedirect.com/science/journal/00246301"
POSI-J-023883,"Journal of Orthopaedic Science",0949-2658,"https://www.journals.elsevier.com/journal-of-orthopaedic-science","https://www.sciencedirect.com/science/journal/09492658"
POSI-J-023888,"Journal of Banking & Finance",0378-4266,"http://www.journals.elsevier.com/journal-of-banking-and-finance/","https://www.sciencedirect.com/science/journal/03784266"
POSI-J-023896,"Computers & Education",0360-1315,"https://www.journals.elsevier.com/computers-and-education","https://www.sciencedirect.com/science/journal/03601315"
POSI-J-023902,"Annals of Epidemiology",1047-2797,"http://www.annalsofepidemiology.org/","https://www.sciencedirect.com/science/journal/10472797"
POSI-J-023906,"Economic Modelling",0264-9993,"http://www.journals.elsevier.com/economic-modelling/","https://www.sciencedirect.com/science/journal/02649993"
POSI-J-023907,"Journal of Pragmatics",0378-2166,"http://www.elsevier.com/locate/pragma","https://www.sciencedirect.com/science/journal/03782166"
POSI-J-023912,"Resources Policy",0301-4207,"https://www.sciencedirect.com/journal/resources-policy","https://www.sciencedirect.com/science/journal/03014207"
POSI-J-023913,"Cognition",0010-0277,"https://www.journals.elsevier.com/cognition","https://www.sciencedirect.com/science/journal/00100277"
POSI-J-023916,"Annals of Tourism Research",0160-7383,"https://www.journals.elsevier.com/annals-of-tourism-research","https://www.sciencedirect.com/science/journal/01607383"
POSI-J-023917,"Health Policy",0168-8510,"https://www.journals.elsevier.com/health-policy","https://www.sciencedirect.com/science/journal/01688510"
POSI-J-023920,"Tourism Management",0261-5177,"https://www.journals.elsevier.com/tourism-management","https://www.sciencedirect.com/science/journal/02615177"
POSI-J-023921,"Journal of Econometrics",0304-4076,"http://www.elsevier.com/locate/jeconom","https://www.sciencedirect.com/science/journal/03044076"
POSI-J-023925,"System",0346-251X,"http://www.elsevier.com/wps/find/journaldescription.cws_home/335/description#description","https://www.sciencedirect.com/science/journal/0346251X"
POSI-J-023928,"Journal of Experimental Child Psychology",0022-0965,"https://www.journals.elsevier.com/journal-of-experimental-child-psychology","https://www.sciencedirect.com/science/journal/00220965"
POSI-J-023929,"Journal of Economic Theory",0022-0531,"https://www.sciencedirect.com/journal/journal-of-economic-theory","https://www.sciencedirect.com/science/journal/00220531"
POSI-J-023934,"European Economic Review",0014-2921,"http://www.elsevier.com/wps/find/journaldescription.cws_home/505541/description#description","https://www.sciencedirect.com/science/journal/00142921"
POSI-J-023937,"Geoforum",0016-7185,"http://www.elsevier.com/wps/find/journaldescription.cws_home/344/description#description","https://www.sciencedirect.com/science/journal/00167185"
POSI-J-023938,"Business Horizons",0007-6813,"https://www.journals.elsevier.com/business-horizons","https://www.sciencedirect.com/science/journal/00076813"
POSI-J-023941,"International Journal of Disaster Risk Reduction",2212-4209,"https://www.journals.elsevier.com/international-journal-of-disaster-risk-reduction","https://www.sciencedirect.com/science/journal/22124209"
POSI-J-023943,"Physics Reports",0370-1573,"http://www.journals.elsevier.com/physics-reports/","https://www.sciencedirect.com/science/journal/03701573"
POSI-J-000881,"Journal of the Formosan Medical Association",0929-6646,"https://www.journals.elsevier.com/journal-of-the-formosan-medical-association","https://www.sciencedirect.com/science/journal/09296646"
POSI-J-023945,"Lingua",0024-3841,"http://www.elsevier.com/locate/lingua","https://www.sciencedirect.com/science/journal/00243841"
POSI-J-000900,"International Review of Economics & Finance",1059-0560,"https://www.journals.elsevier.com/international-review-of-economics-and-finance","https://www.sciencedirect.com/science/journal/10590560"
POSI-J-023957,"Journal of Human Evolution",0047-2484,"http://www.journals.elsevier.com/journal-of-human-evolution/","https://www.sciencedirect.com/science/journal/00472484"
POSI-J-023963,"Hormones and Behavior",0018-506X,"http://www.journals.elsevier.com/hormones-and-behavior/","https://www.sciencedirect.com/science/journal/0018506X"
POSI-J-023968,"Teaching and Teacher Education",0742-051X,"https://www.journals.elsevier.com/teaching-and-teacher-education","https://www.sciencedirect.com/science/journal/0742051X"
POSI-J-023973,"Transportation Research Part A Policy and Practice",0965-8564,"https://www.journals.elsevier.com/transportation-research-part-a-policy-and-practice","https://www.sciencedirect.com/science/journal/09658564"
POSI-J-023974,"Infant Behavior and Development",0163-6383,"https://www.journals.elsevier.com/infant-behavior-and-development","https://www.sciencedirect.com/science/journal/01636383"
POSI-J-023984,"Blood",0006-4971,"https://www.sciencedirect.com/journal/blood","https://www.sciencedirect.com/science/journal/00064971"
POSI-J-023988,"Journal of the American College of Cardiology",0735-1097,"https://www.sciencedirect.com/journal/journal-of-the-american-college-of-cardiology","https://www.sciencedirect.com/science/journal/07351097"
POSI-J-023992,"American Journal of Obstetrics and Gynecology",0002-9378,"https://www.sciencedirect.com/journal/american-journal-of-obstetrics-and-gynecology","https://www.sciencedirect.com/science/journal/00029378"
POSI-J-023996,"Annals of Oncology",0923-7534,"https://www.sciencedirect.com/journal/annals-of-oncology","https://www.sciencedirect.com/science/journal/09237534"
POSI-J-024000,"Fertility and Sterility",0015-0282,"https://www.journals.elsevier.com/fertility-and-sterility","https://www.sciencedirect.com/science/journal/00150282"
POSI-J-024004,"Journal of Hepatology",0168-8278,"https://www.journals.elsevier.com/journal-of-hepatology","https://www.sciencedirect.com/science/journal/01688278"
POSI-J-024007,"Journal of Allergy and Clinical Immunology",0091-6749,"https://www.sciencedirect.com/journal/journal-of-allergy-and-clinical-immunology","https://www.sciencedirect.com/science/journal/00916749"
POSI-J-024008,"The American Journal of Cardiology",0002-9149,"https://www.sciencedirect.com/journal/the-american-journal-of-cardiology","https://www.sciencedirect.com/science/journal/00029149"
POSI-J-024012,"Food Chemistry",0308-8146,"http://www.elsevier.com/wps/find/journaldescription.cws_home/405857/description#description","https://www.sciencedirect.com/science/journal/03088146"
POSI-J-024014,"The Journal of Pediatrics",0022-3476,"https://www.sciencedirect.com/journal/the-journal-of-pediatrics","https://www.sciencedirect.com/science/journal/00223476"
POSI-J-024015,"American Journal of Ophthalmology",0002-9394,"https://www.sciencedirect.com/journal/american-journal-of-ophthalmology","https://www.sciencedirect.com/science/journal/00029394"
POSI-J-024018,"Journal of Molecular Structure",0022-2860,"http://www.sciencedirect.com/science/journal/00222860","https://www.sciencedirect.com/science/journal/00222860"
POSI-J-024019,"The Annals of Thoracic Surgery",0003-4975,"http://www.elsevier.com/wps/find/journaldescription.cws_home/505747/description#description","https://www.sciencedirect.com/science/journal/00034975"
POSI-J-000530,"Heliyon",2405-8440,"https://www.sciencedirect.com/journal/heliyon","https://www.sciencedirect.com/science/journal/24058440"
POSI-J-024023,"Journal of Thoracic and Cardiovascular Surgery",0022-5223,"https://www.sciencedirect.com/journal/the-journal-of-thoracic-and-cardiovascular-surgery","https://www.sciencedirect.com/science/journal/00225223"
POSI-J-024024,"American Heart Journal",0002-8703,"https://www.sciencedirect.com/journal/american-heart-journal","https://www.sciencedirect.com/science/journal/00028703"
POSI-J-024025,"The American Journal of Surgery",0002-9610,"https://www.journals.elsevier.com/the-american-journal-of-surgery","https://www.sciencedirect.com/science/journal/00029610"
POSI-J-024028,"International Journal of Cardiology",0167-5273,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506041/description#","https://www.sciencedirect.com/science/journal/01675273"
POSI-J-024029,"Urology",0090-4295,"http://www.elsevier.com/wps/find/journaldescription.cws_home/525053/description","https://www.sciencedirect.com/science/journal/00904295"
POSI-J-024033,"Journal of Pediatric Surgery",0022-3468,"https://www.journals.elsevier.com/journal-of-pediatric-surgery","https://www.sciencedirect.com/science/journal/00223468"
POSI-J-024035,"Atherosclerosis",0021-9150,"http://www.elsevier.com/wps/find/journaldescription.cws_home/522790/description","https://www.sciencedirect.com/science/journal/00219150"
POSI-J-024037,"European Neuropsychopharmacology",0924-977X,"https://www.journals.elsevier.com/european-neuropsychopharmacology","https://www.sciencedirect.com/science/journal/0924977X"
POSI-J-024040,"The American Journal of Medicine",0002-9343,"https://www.sciencedirect.com/journal/the-american-journal-of-medicine","https://www.sciencedirect.com/science/journal/00029343"
POSI-J-024041,"The Journal of the American Dental Association",0002-8177,"https://www.sciencedirect.com/journal/the-journal-of-the-american-dental-association","https://www.sciencedirect.com/science/journal/00028177"
POSI-J-024043,"Inorganica Chimica Acta",0020-1693,"https://www.journals.elsevier.com/inorganica-chimica-acta","https://www.sciencedirect.com/science/journal/00201693"
POSI-J-024052,"Journal of Nutrition",0022-3166,"https://www.sciencedirect.com/journal/the-journal-of-nutrition","https://www.sciencedirect.com/science/journal/00223166"
POSI-J-024054,"British Journal of Anaesthesia",0007-0912,"https://www.sciencedirect.com/journal/british-journal-of-anaesthesia","https://www.sciencedirect.com/science/journal/00070912"
POSI-J-024063,"American Journal of Clinical Nutrition",0002-9165,"https://www.sciencedirect.com/journal/the-american-journal-of-clinical-nutrition","https://www.sciencedirect.com/science/journal/00029165"
POSI-J-024064,"Gynecologic Oncology",0090-8258,"http://www.elsevier.com/wps/find/journaldescription.cws_home/622840/description#description","https://www.sciencedirect.com/science/journal/00908258"
POSI-J-024066,"Journal of Thoracic Oncology",1556-0864,"https://www.journals.elsevier.com/journal-of-thoracic-oncology","https://www.sciencedirect.com/science/journal/15560864"
POSI-J-024069,"Journal of Surgical Research",0022-4804,"https://www.journals.elsevier.com/journal-of-surgical-research","https://www.sciencedirect.com/science/journal/00224804"
POSI-J-024073,"Free Radical Biology and Medicine",0891-5849,"http://www.journals.elsevier.com/free-radical-biology-and-medicine/#description","https://www.sciencedirect.com/science/journal/08915849"
POSI-J-024075,"Lung Cancer",0169-5002,"http://www.elsevier.com/wps/find/journaldescription.cws_home/505953/description#description","https://www.sciencedirect.com/science/journal/01695002"
POSI-J-024078,"European Urology",0302-2838,"https://www.journals.elsevier.com/european-urology","https://www.sciencedirect.com/science/journal/03022838"
POSI-J-024081,"Experimental Cell Research",0014-4827,"http://www.elsevier.com/wps/find/journaldescription.cws_home/622826/description","https://www.sciencedirect.com/science/journal/00144827"
POSI-J-024085,"World Neurosurgery",1878-8750,"https://www.sciencedirect.com/journal/world-neurosurgery","https://www.sciencedirect.com/science/journal/18788750"
POSI-J-024086,"Kidney International",0085-2538,"https://www.sciencedirect.com/journal/kidney-international","https://www.sciencedirect.com/science/journal/00852538"
POSI-J-024088,"American Journal of Kidney Diseases",0272-6386,"https://www.sciencedirect.com/journal/american-journal-of-kidney-diseases","https://www.sciencedirect.com/science/journal/02726386"
POSI-J-024092,"Journal of Molecular and Cellular Cardiology",0022-2828,"https://www.journals.elsevier.com/journal-of-molecular-and-cellular-cardiology","https://www.sciencedirect.com/science/journal/00222828"
POSI-J-024097,"Journal of Affective Disorders",0165-0327,"http://www.journals.elsevier.com/journal-of-affective-disorders/","https://www.sciencedirect.com/science/journal/01650327"
POSI-J-024098,"Journal of Prosthetic Dentistry",0022-3913,"https://www.journals.elsevier.com/journal-of-prosthetic-dentistry","https://www.sciencedirect.com/science/journal/00223913"
POSI-J-024099,"Polyhedron",0277-5387,"http://www.journals.elsevier.com/polyhedron/","https://www.sciencedirect.com/science/journal/02775387"
POSI-J-024101,"Schizophrenia Research",0920-9964,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506091/description","https://www.sciencedirect.com/science/journal/09209964"
POSI-J-024103,"Ophthalmology",0161-6420,"https://www.sciencedirect.com/journal/ophthalmology","https://www.sciencedirect.com/science/journal/01616420"
POSI-J-024113,"Heart Rhythm",1547-5271,"https://www.journals.elsevier.com/heart-rhythm","https://www.sciencedirect.com/science/journal/15475271"
POSI-J-024115,"Osteoarthritis and Cartilage",1063-4584,"http://www.journals.elsevier.com/osteoarthritis-and-cartilage/#description","https://www.sciencedirect.com/science/journal/10634584"
POSI-J-024116,"Digestive and Liver Disease",1590-8658,"https://www.journals.elsevier.com/digestive-and-liver-disease","https://www.sciencedirect.com/science/journal/15908658"
POSI-J-024118,"Injury",0020-1383,"https://www.journals.elsevier.com/injury","https://www.sciencedirect.com/science/journal/00201383"
POSI-J-024120,"Journal of Cardiac Failure",1071-9164,"https://www.journals.elsevier.com/journal-of-cardiac-failure","https://www.sciencedirect.com/science/journal/10719164"
POSI-J-024122,"Thrombosis Research",0049-3848,"https://www.journals.elsevier.com/thrombosis-research","https://www.sciencedirect.com/science/journal/00493848"
POSI-J-000577,"International Journal of Infectious Diseases",1201-9712,"https://www.journals.elsevier.com/international-journal-of-infectious-diseases","https://www.sciencedirect.com/science/journal/12019712"
POSI-J-024136,"Theriogenology",0093-691X,"https://www.journals.elsevier.com/theriogenology","https://www.sciencedirect.com/science/journal/0093691X"
POSI-J-024138,"Arthroscopy The Journal of Arthroscopic and Related Surgery",0749-8063,"https://www.sciencedirect.com/journal/arthroscopy-the-journal-of-arthroscopic-and-related-surgery","https://www.sciencedirect.com/science/journal/07498063"
POSI-J-024141,"The American Journal of Emergency Medicine",0735-6757,"http://www.journals.elsevierhealth.com/periodicals/yajem","https://www.sciencedirect.com/science/journal/07356757"
POSI-J-024143,"Food and Chemical Toxicology",0278-6915,"https://www.journals.elsevier.com/food-and-chemical-toxicology","https://www.sciencedirect.com/science/journal/02786915"
POSI-J-024144,"Clinical Radiology",0009-9260,"https://www.journals.elsevier.com/clinical-radiology","https://www.sciencedirect.com/science/journal/00099260"
POSI-J-024156,"The Spine Journal",1529-9430,"https://www.sciencedirect.com/journal/the-spine-journal","https://www.sciencedirect.com/science/journal/15299430"
POSI-J-024160,"Clinical Nutrition",0261-5614,"https://www.journals.elsevier.com/clinical-nutrition","https://www.sciencedirect.com/science/journal/02615614"
POSI-J-024164,"Resuscitation",0300-9572,"https://www.journals.elsevier.com/resuscitation","https://www.sciencedirect.com/science/journal/03009572"
POSI-J-024168,"The Journal of Arthroplasty",0883-5403,"https://www.journals.elsevier.com/journal-of-arthroplasty","https://www.sciencedirect.com/science/journal/08835403"
POSI-J-024176,"The Journal Of Hand Surgery",0363-5023,"https://www.journals.elsevier.com/the-journal-of-hand-surgery","https://www.sciencedirect.com/science/journal/03635023"
POSI-J-024178,"Archives de Pédiatrie",0929-693X,"https://www.journals.elsevier.com/archives-de-pediatrie","https://www.sciencedirect.com/science/journal/0929693X"
POSI-J-024179,"Diabetes Research and Clinical Practice",0168-8227,"https://www.journals.elsevier.com/diabetes-research-and-clinical-practice","https://www.sciencedirect.com/science/journal/01688227"
POSI-J-024181,"Neurobiology of Aging",0197-4580,"https://www.journals.elsevier.com/neurobiology-of-aging","https://www.sciencedirect.com/science/journal/01974580"
POSI-J-024182,"American Journal of Infection Control",0196-6553,"https://www.journals.elsevier.com/american-journal-of-infection-control","https://www.sciencedirect.com/science/journal/01966553"
POSI-J-024189,"Journal of Cardiothoracic and Vascular Anesthesia",1053-0770,"https://www.journals.elsevier.com/journal-of-cardiothoracic-and-vascular-anesthesia","https://www.sciencedirect.com/science/journal/10530770"
POSI-J-024191,"Psychiatry Research",0165-1781,"https://www.journals.elsevier.com/psychiatry-research","https://www.sciencedirect.com/science/journal/01651781"
POSI-J-024193,"American Journal of Orthodontics and Dentofacial Orthopedics",0889-5406,"http://www.elsevier.com/wps/find/journaldescription.cws_home/623219/description#description","https://www.sciencedirect.com/science/journal/08895406"
POSI-J-024196,"Surgery",0039-6060,"https://www.journals.elsevier.com/surgery","https://www.sciencedirect.com/science/journal/00396060"
POSI-J-024201,"Metabolism",0026-0495,"https://www.journals.elsevier.com/metabolism","https://www.sciencedirect.com/science/journal/00260495"
POSI-J-024203,"Molecular Immunology",0161-5890,"http://www.elsevier.com/locate/molimm","https://www.sciencedirect.com/science/journal/01615890"
