posi_id,legacy_id,title,issn_online,openalex_source_id,article_count,minted_or_reused
POSI-J-000784,j-bench-clinical-medicine-1565,"Clinical Medicine",1470-2118,S186589310,7725,reused
POSI-J-024575,j-bench-clinical-microbiology-and-infection-1566,"Clinical Microbiology and Infection",1198-743X,S71414007,10704,minted
POSI-J-024576,j-bench-clinical-microbiology-newsletter-1567,"Clinical Microbiology Newsletter",0196-4399,S10855453,3315,minted
POSI-J-024577,j-bench-clinical-neurology-and-neurosurgery-1568,"Clinical Neurology and Neurosurgery",0303-8467,S165396890,12396,minted
POSI-J-007484,j-bench-clinical-neurophysiology-practice-1569,"Clinical Neurophysiology Practice",2467-981X,S2898474876,503,reused
POSI-J-024578,j-bench-clinical-nutrition-espen-1570,"Clinical Nutrition ESPEN",2405-4577,S2764915710,10420,minted
POSI-J-015482,j-bench-clinical-nutrition-experimental-1571,"Clinical Nutrition Experimental",2352-9393,S2898281151,142,reused
POSI-J-006722,j-bench-clinical-nutrition-open-science-1572,"Clinical Nutrition Open Science",2667-2685,S4210227373,561,reused
POSI-J-024579,j-bench-clinical-oncology-1573,"Clinical Oncology",0936-6555,S190064913,7567,minted
POSI-J-007566,j-bench-clinical-parkinsonism-related-disorders-1574,"Clinical Parkinsonism & Related Disorders",2590-1125,S4210203201,487,reused
POSI-J-024580,j-bench-clinical-psychology-review-1575,"Clinical Psychology Review",0272-7358,S4632444,3141,minted
POSI-J-024581,j-bench-clinical-simulation-in-nursing-1576,"Clinical Simulation in Nursing",1876-1399,S204691484,2348,minted
POSI-J-024582,j-bench-clinical-spectroscopy-1577,"Clinical Spectroscopy",2666-0547,S4210215646,26,minted
POSI-J-016008,j-bench-clinical-surgical-oncology-1578,"Clinical Surgical Oncology",2773-160X,S4387282774,135,reused
POSI-J-024583,j-bench-clinical-traditional-medicine-and-pharmacology-1579,"Clinical Traditional Medicine and Pharmacology",2950-5771,,0,minted
POSI-J-016514,j-bench-clinical-traditional-medicine-and-pharmacology-1580,"Clinical Traditional Medicine and Pharmacology",2097-3829,S5406978635,121,reused
POSI-J-003154,j-bench-clinical-and-translational-radiation-oncology-1581,"Clinical and Translational Radiation Oncology",2405-6308,S2898297225,1242,reused
POSI-J-001085,j-bench-clinics-1582,"Clinics",1807-5932,S110060079,4300,reused
POSI-J-024584,j-bench-clinics-in-anaesthesiology-1583,"Clinics in Anaesthesiology",0261-9881,S4210222805,281,minted
POSI-J-024585,j-bench-clinics-in-chest-medicine-1584,"Clinics in Chest Medicine",0272-5231,S42926609,3500,minted
POSI-J-024586,j-bench-clinics-in-dermatology-1585,"Clinics in Dermatology",0738-081X,S195740279,4503,minted
POSI-J-024587,j-bench-clinics-in-gastroenterology-1586,"Clinics in Gastroenterology",0300-5089,S4394736642,823,minted
POSI-J-024588,j-bench-clinics-in-geriatric-medicine-1587,"Clinics in Geriatric Medicine",0749-0690,S17991708,2775,minted
POSI-J-024589,j-bench-clinics-in-haematology-1588,"Clinics in Haematology",0308-2261,S4394736643,625,minted
POSI-J-024590,j-bench-clinics-in-integrated-care-1589,"Clinics in Integrated Care",2666-8696,S4210205585,80,minted
POSI-J-024591,j-bench-clinics-in-laboratory-medicine-1590,"Clinics in Laboratory Medicine",0272-2712,S139467280,2816,minted
POSI-J-024592,j-bench-clinics-in-liver-disease-1591,"Clinics in Liver Disease",1089-3261,S69476985,2077,minted
POSI-J-024593,j-bench-clinics-in-obstetrics-and-gynaecology-1592,"Clinics in Obstetrics and Gynaecology",0306-3356,S4210229393,683,minted
POSI-J-024594,j-bench-clinics-in-perinatology-1593,"Clinics in Perinatology",0095-5108,S7604852,3412,minted
POSI-J-024595,j-bench-clinics-in-perioperative-nursing-care-1594,"Clinics in Perioperative Nursing Care",2950-3884,S5407053907,61,minted
POSI-J-024596,j-bench-clinics-in-plastic-surgery-1595,"Clinics in Plastic Surgery",0094-1298,S159672176,3823,minted
POSI-J-024597,j-bench-clinics-in-podiatric-medicine-and-surgery-1596,"Clinics in Podiatric Medicine and Surgery",0891-8422,S163001207,2814,minted
POSI-J-024598,j-bench-clinics-and-research-in-hepatology-and-gastroenterology-1597,"Clinics and Research in Hepatology and Gastroenterology",2210-7401,S2481910785,2820,minted
POSI-J-024599,j-bench-clinics-in-rheumatic-diseases-1598,"Clinics in Rheumatic Diseases",0307-742X,S2764911903,649,minted
POSI-J-024600,j-bench-clinics-in-sports-medicine-1599,"Clinics in Sports Medicine",0278-5919,S107726021,3107,minted
POSI-J-014124,j-bench-cmi-communications-1600,"CMI Communications",2950-5909,S4394906718,186,reused
POSI-J-000877,j-bench-ksce-journal-of-civil-engineering-1601,"KSCE Journal of Civil Engineering",1226-7988,S109054653,6048,reused
POSI-J-024601,j-bench-coacervates-1602,"Coacervates",3117-6178,,0,minted
POSI-J-024602,j-bench-coastal-engineering-1603,"Coastal Engineering",0378-3839,S71934726,4722,minted
POSI-J-024603,j-bench-cognitive-and-behavioral-practice-1604,"Cognitive and Behavioral Practice",1077-7229,S75230894,1872,minted
POSI-J-024604,j-bench-cognitive-development-1605,"Cognitive Development",0885-2014,S130413023,2027,minted
POSI-J-024605,j-bench-cognitive-psychology-1606,"Cognitive Psychology",0010-0285,S36783443,1741,minted
POSI-J-014323,j-bench-cognitive-robotics-1607,"Cognitive Robotics",2667-2413,S4210183939,172,reused
POSI-J-024606,j-bench-cognitive-systems-research-1608,"Cognitive Systems Research",1389-0417,S96254641,1522,minted
POSI-J-024607,j-bench-cold-regions-science-and-technology-1609,"Cold Regions Science and Technology",0165-232X,S141892599,4921,minted
POSI-J-024608,j-bench-collegian-1610,"Collegian",1322-7696,S12177934,1826,minted
POSI-J-004262,j-bench-colloid-and-interface-science-communications-1611,"Colloid and Interface Science Communications",2215-0382,S2898407671,891,reused
POSI-J-024609,j-bench-colloids-and-surfaces-b-biointerfaces-1612,"Colloids and Surfaces B: Biointerfaces",0927-7765,S22793308,15529,minted
POSI-J-024610,j-bench-colloids-and-surfaces-c-environmental-aspects-1613,"Colloids and Surfaces C: Environmental Aspects",2949-7590,S4387287153,102,minted
POSI-J-024611,j-bench-combustion-and-flame-1614,"Combustion and Flame",0010-2180,S32869529,14821,minted
POSI-J-024612,j-bench-communications-in-nonlinear-science-and-numerical-simulation-1615,"Communications in Nonlinear Science and Numerical Simulation",1007-5704,S39612629,10174,minted
POSI-J-012472,j-bench-communications-in-transportation-research-1616,"Communications in Transportation Research",2772-4247,S4210178498,237,reused
POSI-J-024613,j-bench-comparative-biochemistry-and-physiology-part-a-molecular-int-1617,"Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology",1095-6433,S193677276,9912,minted
POSI-J-024614,j-bench-comparative-biochemistry-and-physiology-part-b-biochemistry--1618,"Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology",1096-4959,S102889028,5788,minted
POSI-J-024615,j-bench-comparative-biochemistry-and-physiology-part-c-toxicology-ph-1619,"Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology",1532-0456,S76695604,4197,minted
POSI-J-024616,j-bench-comparative-biochemistry-and-physiology-part-d-genomics-and--1620,"Comparative Biochemistry and Physiology Part D: Genomics and Proteomics",1744-117X,S2898390257,1819,minted
POSI-J-024617,j-bench-comparative-immunology-microbiology-and-infectious-diseases-1621,"Comparative Immunology, Microbiology and Infectious Diseases",0147-9571,S55958362,4108,minted
POSI-J-014582,j-bench-comparative-immunology-reports-1622,"Comparative Immunology Reports",2950-3116,S4390963351,174,reused
POSI-J-024618,j-bench-complementary-therapies-in-clinical-practice-1623,"Complementary Therapies in Clinical Practice",1744-3881,S88092858,1938,minted
POSI-J-001159,j-bench-complementary-therapies-in-medicine-1624,"Complementary Therapies in Medicine",0965-2299,S7715451,3862,reused
POSI-J-024619,j-bench-composite-structures-1625,"Composite Structures",0263-8223,S52363224,20006,minted
POSI-J-024620,j-bench-composites-communications-1626,"Composites Communications",2452-2139,S2898189939,2713,minted
POSI-J-024621,j-bench-composites-part-a-applied-science-and-manufacturing-1627,"Composites Part A: Applied Science and Manufacturing",1359-835X,S96365333,10405,minted
POSI-J-024622,j-bench-composites-part-b-engineering-1628,"Composites Part B: Engineering",1359-8368,S112674977,13664,minted
POSI-J-005127,j-bench-composites-part-c-open-access-1629,"Composites Part C: Open Access",2666-6820,S4210186814,767,reused
POSI-J-024623,j-bench-composites-science-and-technology-1630,"Composites Science and Technology",0266-3538,S52442148,12348,minted
POSI-J-000830,j-bench-comprehensive-psychiatry-1631,"Comprehensive Psychiatry",0010-440X,S110368005,6800,reused
POSI-J-010070,j-bench-comprehensive-psychoneuroendocrinology-1632,"Comprehensive Psychoneuroendocrinology",2666-4976,S4210212588,345,reused
POSI-J-024624,j-bench-computational-biology-and-chemistry-1633,"Computational Biology and Chemistry",1476-9271,S104924063,3629,minted
POSI-J-024625,j-bench-computational-condensed-matter-1634,"Computational Condensed Matter",2352-2143,S2898583927,1261,minted
POSI-J-024626,j-bench-computational-geometry-1635,"Computational Geometry",0925-7721,S165542689,1883,minted
POSI-J-024627,j-bench-computational-materials-science-1636,"Computational Materials Science",0927-0256,S26018076,14345,minted
POSI-J-018976,j-bench-computational-materials-today-1637,"Computational Materials Today",2950-4635,S5407037071,60,reused
POSI-J-024628,j-bench-computational-particle-mechanics-1638,"Computational Particle Mechanics",2196-4386,S2765036585,1166,minted
POSI-J-024629,j-bench-computational-statistics-data-analysis-1639,"Computational Statistics & Data Analysis",0167-9473,S132362803,7959,minted
POSI-J-001166,j-bench-computational-and-structural-biotechnology-journal-1640,"Computational and Structural Biotechnology Journal",2001-0370,S2764539591,3859,reused
POSI-J-024630,j-bench-computational-and-structural-biotechnology-reports-1641,"Computational and Structural Biotechnology Reports",2950-3639,S5407037040,88,minted
POSI-J-024631,j-bench-computational-and-theoretical-chemistry-1642,"Computational and Theoretical Chemistry",2210-271X,S137947318,5995,minted
POSI-J-024632,j-bench-computational-toxicology-1643,"Computational Toxicology",2468-1113,S2898548427,501,minted
POSI-J-024633,j-bench-computer-aided-design-1644,"Computer-Aided Design",0010-4485,S4210171473,9812,minted
POSI-J-024634,j-bench-computer-aided-geometric-design-1645,"Computer Aided Geometric Design",0167-8396,S135221619,2559,minted
POSI-J-024635,j-bench-computer-communications-1646,"Computer Communications",0140-3664,S115004586,11732,minted
POSI-J-024636,j-bench-computer-law-security-review-1647,"Computer Law & Security Review",2212-473X,S4394735566,1836,minted
POSI-J-024637,j-bench-computer-methods-in-applied-mechanics-and-engineering-1648,"Computer Methods in Applied Mechanics and Engineering",0045-7825,S40006715,17014,minted
POSI-J-024638,j-bench-computer-methods-and-programs-in-biomedicine-1649,"Computer Methods and Programs in Biomedicine",0169-2607,S138959710,8556,minted
POSI-J-011868,j-bench-computer-methods-and-programs-in-biomedicine-update-1650,"Computer Methods and Programs in Biomedicine Update",2666-9900,S4210191235,251,reused
POSI-J-024639,j-bench-computer-networks-1651,"Computer Networks",1389-1286,S63392143,9855,minted
POSI-J-024640,j-bench-computer-physics-communications-1652,"Computer Physics Communications",0010-4655,S142305363,14066,minted
POSI-J-024641,j-bench-computer-science-review-1653,"Computer Science Review",1574-0137,S73121659,795,minted
POSI-J-024642,j-bench-computer-speech-language-1654,"Computer Speech & Language",0885-2308,S91252481,1896,minted
POSI-J-024643,j-bench-computer-standards-interfaces-1655,"Computer Standards & Interfaces",0920-5489,S119630662,3794,minted
POSI-J-024644,j-bench-computer-vision-and-image-understanding-1656,"Computer Vision and Image Understanding",1077-3142,S185008460,4334,minted
POSI-J-024645,j-bench-computer-aided-civil-and-infrastructure-engineering-1657,"Computer-Aided Civil and Infrastructure Engineering",1093-9687,S206927758,3374,minted
POSI-J-024646,j-bench-computerized-medical-imaging-and-graphics-1658,"Computerized Medical Imaging and Graphics",0895-6111,S198823948,4153,minted
POSI-J-024647,j-bench-computers-in-biology-and-medicine-1659,"Computers in Biology and Medicine",0010-4825,S44278595,12011,minted
POSI-J-024648,j-bench-computers-chemical-engineering-1660,"Computers & Chemical Engineering",0098-1354,S150671403,11287,minted
POSI-J-024649,j-bench-computers-and-composition-1661,"Computers and Composition",8755-4615,S122239074,2517,minted
POSI-J-005957,j-bench-computers-and-education-artificial-intelligence-1662,"Computers and Education: Artificial Intelligence",2666-920X,S4210183364,654,reused
POSI-J-009496,j-bench-computers-and-education-open-1663,"Computers and Education Open",2666-5573,S4210232537,378,reused
POSI-J-014578,j-bench-computers-education-x-reality-1664,"Computers & Education: X Reality",2949-6780,S4387283679,175,reused
POSI-J-024650,j-bench-computers-electrical-engineering-1665,"Computers & Electrical Engineering",0045-7906,S121340289,7901,minted
POSI-J-024651,j-bench-computers-and-electronics-in-agriculture-1666,"Computers and Electronics in Agriculture",0168-1699,S116775814,11096,minted
POSI-J-024652,j-bench-computers-environment-and-urban-systems-1667,"Computers, Environment and Urban Systems",0198-9715,S60115552,2797,minted
POSI-J-024653,j-bench-computers-fluids-1668,"Computers & Fluids",0045-7930,S195914795,7258,minted
POSI-J-024654,j-bench-computers-geosciences-1669,"Computers & Geosciences",0098-3004,S61699894,6855,minted
POSI-J-024655,j-bench-computers-and-geotechnics-1670,"Computers and Geotechnics",0266-352X,S106576117,7754,minted
POSI-J-024656,j-bench-computers-graphics-1671,"Computers & Graphics",0097-8493,S94821547,6155,minted
POSI-J-010297,j-bench-computers-in-human-behavior-artificial-humans-1672,"Computers in Human Behavior: Artificial Humans",2949-8821,S4387287529,352,reused
POSI-J-003513,j-bench-computers-in-human-behavior-reports-1673,"Computers in Human Behavior Reports",2451-9588,S4210198611,1158,reused
POSI-J-024657,j-bench-computers-industrial-engineering-1674,"Computers & Industrial Engineering",0360-8352,S196821226,13466,minted
POSI-J-024658,j-bench-computers-in-industry-1675,"Computers in Industry",0166-3615,S60779006,4734,minted
POSI-J-024659,j-bench-computers-mathematics-with-applications-1676,"Computers & Mathematics with Applications",0898-1221,S4210205691,16742,minted
POSI-J-024660,j-bench-computers-operations-research-1677,"Computers & Operations Research",0305-0548,S173256270,8331,minted
POSI-J-024661,j-bench-computers-security-1678,"Computers & Security",0167-4048,S12529635,9856,minted
POSI-J-024662,j-bench-computers-structures-1679,"Computers & Structures",0045-7949,S111482492,13320,minted
POSI-J-024663,j-bench-consciousness-and-cognition-1680,"Consciousness and Cognition",1053-8100,S75102731,3737,minted
POSI-J-024664,j-bench-construction-and-building-materials-in-transportation-1681,"Construction and Building Materials in Transportation",3117-650X,S7407056169,18,minted
POSI-J-024665,j-bench-contact-lens-and-anterior-eye-1682,"Contact Lens and Anterior Eye",1367-0484,S137552098,3816,minted
POSI-J-024666,j-bench-contemporary-clinical-trials-1683,"Contemporary Clinical Trials",1551-7144,S63040059,4036,minted
POSI-J-002414,j-bench-contemporary-clinical-trials-communications-1684,"Contemporary Clinical Trials Communications",2451-8654,S2764819467,1626,reused
POSI-J-024667,j-bench-contemporary-educational-psychology-1685,"Contemporary Educational Psychology",0361-476X,S64506217,2367,minted
POSI-J-001761,j-bench-continence-1686,"Continence",2772-9737,S4210182722,2333,reused
POSI-J-017030,j-bench-continence-reports-1687,"Continence Reports",2772-9745,S4220651309,112,reused
POSI-J-024668,j-bench-continental-shelf-research-1688,"Continental Shelf Research",0278-4343,S181119423,6358,minted
POSI-J-024669,j-bench-contraception-1689,"Contraception",0010-7824,S82319153,12712,minted
POSI-J-024670,j-bench-contraception-x-1690,"Contraception: X",2590-1516,S4210237753,113,minted
POSI-J-024671,j-bench-control-engineering-practice-1691,"Control Engineering Practice",0967-0661,S105928092,9573,minted
POSI-J-024672,j-bench-coordination-chemistry-research-1692,"Coordination Chemistry Research",2950-4864,S4404676763,39,minted
POSI-J-024673,j-bench-coordination-chemistry-reviews-1693,"Coordination Chemistry Reviews",0010-8545,S117186765,10844,minted
POSI-J-010213,j-bench-corrosion-communications-1694,"Corrosion Communications",2667-2669,S4210194379,334,reused
POSI-J-024674,j-bench-corrosion-science-1695,"Corrosion Science",0010-938X,S96167972,17617,minted
POSI-J-024675,j-bench-cortex-1696,"Cortex",0010-9452,S116196263,7638,minted
POSI-J-024676,j-bench-cretaceous-research-1697,"Cretaceous Research",0195-6671,S48852984,4852,minted
POSI-J-024677,j-bench-critical-care-clinics-1698,"Critical Care Clinics",0749-0704,S168633134,2756,minted
POSI-J-024678,j-bench-critical-care-nursing-clinics-of-north-america-1699,"Critical Care Nursing Clinics of North America",0899-5885,S196601016,2584,minted
POSI-J-024679,j-bench-critical-care-and-resuscitation-1700,"Critical Care and Resuscitation",1441-2772,S2479537225,1732,minted
POSI-J-024680,j-bench-critical-perspectives-on-accounting-1701,"Critical Perspectives on Accounting",1045-2354,S66510378,2397,minted
POSI-J-024681,j-bench-critical-reviews-in-oncology-hematology-1702,"Critical Reviews in Oncology/Hematology",1040-8428,S185233701,5972,minted
POSI-J-017738,j-bench-crop-design-1703,"Crop Design",2772-8994,S4220650990,90,reused
POSI-J-015770,j-bench-crop-and-environment-1704,"Crop and Environment",2773-126X,S4220651364,143,reused
POSI-J-024682,j-bench-the-crop-journal-1705,"The Crop Journal",2214-5141,S2736600276,1629,minted
POSI-J-024683,j-bench-crop-protection-1706,"Crop Protection",0261-2194,S98430239,8802,minted
POSI-J-024684,j-bench-cryobiology-1707,"Cryobiology",0011-2240,S87343901,12176,minted
POSI-J-024685,j-bench-cryogenics-1708,"Cryogenics",0011-2275,S43111796,10570,minted
POSI-J-024686,j-bench-cure-care-1709,"Cure & Care",3051-0627,S5407051599,23,minted
POSI-J-024687,j-bench-current-applied-physics-1710,"Current Applied Physics",1567-1739,S159232998,6828,minted
POSI-J-000645,j-bench-current-developments-in-nutrition-1711,"Current Developments in Nutrition",2475-2991,S4210219560,14083,reused
POSI-J-024688,j-bench-current-genomics-1712,"Current Genomics",1389-2029,S156212020,1410,minted
POSI-J-024689,j-bench-current-opinion-in-behavioral-sciences-1713,"Current Opinion in Behavioral Sciences",2352-1546,S2764598273,1558,minted
POSI-J-024690,j-bench-current-opinion-in-biomedical-engineering-1714,"Current Opinion in Biomedical Engineering",2468-4511,S2898133657,689,minted
POSI-J-024691,j-bench-current-opinion-in-biotechnology-1715,"Current Opinion in Biotechnology",0958-1669,S23939942,6133,minted
POSI-J-024692,j-bench-current-opinion-in-cell-biology-1716,"Current Opinion in Cell Biology",0955-0674,S103771297,4626,minted
POSI-J-024693,j-bench-current-opinion-in-chemical-biology-1717,"Current Opinion in Chemical Biology",1367-5931,S35563517,3499,minted
POSI-J-024694,j-bench-current-opinion-in-chemical-engineering-1718,"Current Opinion in Chemical Engineering",2211-3398,S2764724535,1228,minted
POSI-J-024695,j-bench-current-opinion-in-colloid-interface-science-1719,"Current Opinion in Colloid & Interface Science",1359-0294,S974056801,2280,minted
POSI-J-024696,j-bench-current-opinion-in-electrochemistry-1720,"Current Opinion in Electrochemistry",2451-9103,S2764372282,1731,minted
POSI-J-024697,j-bench-current-opinion-in-endocrine-and-metabolic-research-1721,"Current Opinion in Endocrine and Metabolic Research",2451-9650,S2898224786,504,minted
POSI-J-024698,j-bench-current-opinion-in-environmental-science-health-1722,"Current Opinion in Environmental Science & Health",2468-5844,S2898239524,755,minted
POSI-J-024699,j-bench-current-opinion-in-environmental-sustainability-1723,"Current Opinion in Environmental Sustainability",1877-3435,S153840704,1670,minted
POSI-J-024700,j-bench-current-opinion-in-food-science-1724,"Current Opinion in Food Science",2214-7993,S2764555239,1336,minted
POSI-J-024701,j-bench-current-opinion-in-genetics-development-1725,"Current Opinion in Genetics & Development",0959-437X,S116174365,4076,minted
POSI-J-024702,j-bench-current-opinion-in-green-and-sustainable-chemistry-1726,"Current Opinion in Green and Sustainable Chemistry",2452-2236,S4210195801,1098,minted
POSI-J-024703,j-bench-current-opinion-in-immunology-1727,"Current Opinion in Immunology",0952-7915,S170047187,4824,minted
POSI-J-024704,j-bench-current-opinion-in-insect-science-1728,"Current Opinion in Insect Science",2214-5745,S2764908915,1477,minted
POSI-J-024705,j-bench-current-opinion-in-microbiology-1729,"Current Opinion in Microbiology",1369-5274,S106299656,3484,minted
POSI-J-024706,j-bench-current-opinion-in-neurobiology-1730,"Current Opinion in Neurobiology",0959-4388,S120775027,4794,minted
POSI-J-024707,j-bench-current-opinion-in-pharmacology-1731,"Current Opinion in Pharmacology",1471-4892,S13215328,2954,minted
POSI-J-024708,j-bench-current-opinion-in-physiology-1732,"Current Opinion in Physiology",2468-8673,S2898549194,774,minted
POSI-J-024709,j-bench-current-opinion-in-plant-biology-1733,"Current Opinion in Plant Biology",1369-5266,S69957782,3748,minted
POSI-J-024710,j-bench-current-opinion-in-psychology-1734,"Current Opinion in Psychology",2352-250X,S2764746430,2248,minted
POSI-J-024711,j-bench-current-opinion-in-solid-state-and-materials-science-1735,"Current Opinion in Solid State and Materials Science",1359-0286,S7637673,1418,minted
POSI-J-024712,j-bench-current-opinion-in-structural-biology-1736,"Current Opinion in Structural Biology",0959-440X,S175155502,5076,minted
POSI-J-024713,j-bench-current-opinion-in-systems-biology-1737,"Current Opinion in Systems Biology",2452-3100,S2764941636,592,minted
POSI-J-024714,j-bench-current-opinion-in-toxicology-1738,"Current Opinion in Toxicology",2468-2020,S2898549711,497,minted
POSI-J-024715,j-bench-current-opinion-in-virology-1739,"Current Opinion in Virology",1879-6257,S2489902859,1514,minted
POSI-J-024716,j-bench-current-pharmaceutical-analysis-1740,"Current Pharmaceutical Analysis",1573-4129,S202974686,1372,minted
POSI-J-005992,j-bench-current-plant-biology-1741,"Current Plant Biology",2214-6628,S2898426492,637,reused
POSI-J-024717,j-bench-current-problems-in-cancer-1742,"Current Problems in Cancer",0147-0272,S115136864,1776,minted
POSI-J-008392,j-bench-current-problems-in-cancer-case-reports-1743,"Current Problems in Cancer: Case Reports",2666-6219,S4210194447,418,reused
POSI-J-024718,j-bench-current-problems-in-cardiology-1744,"Current Problems in Cardiology",0146-2806,S44034637,4350,minted
POSI-J-024719,j-bench-current-problems-in-diagnostic-radiology-1745,"Current Problems in Diagnostic Radiology",0363-0188,S151836202,2289,minted
POSI-J-024720,j-bench-current-problems-in-pediatric-and-adolescent-health-care-1746,"Current Problems in Pediatric and Adolescent Health Care",1538-5442,S150570842,1987,minted
POSI-J-001561,j-bench-current-problems-in-surgery-1747,"Current Problems in Surgery",0011-3840,S84847770,2722,reused
POSI-J-024721,j-bench-current-radiopharmaceuticals-1748,"Current Radiopharmaceuticals",1874-4710,S80350757,681,minted
POSI-J-013259,j-bench-current-research-in-behavioral-sciences-1749,"Current Research in Behavioral Sciences",2666-5182,S4210178510,209,reused
POSI-J-008726,j-bench-current-research-in-biotechnology-1750,"Current Research in Biotechnology",2590-2628,S4210236447,403,reused
POSI-J-024722,j-bench-current-research-in-chemical-biology-1751,"Current Research in Chemical Biology",2666-2469,S4210181721,44,minted
POSI-J-011321,j-bench-current-research-in-ecological-and-social-psychology-1752,"Current Research in Ecological and Social Psychology",2666-6227,S4210184326,267,reused
POSI-J-009533,j-bench-current-research-in-environmental-sustainability-1753,"Current Research in Environmental Sustainability",2666-0490,S4210178349,357,reused
POSI-J-002614,j-bench-current-research-in-food-science-1754,"Current Research in Food Science",2665-9271,S4210236938,1530,reused
POSI-J-007023,j-bench-current-research-in-green-and-sustainable-chemistry-1755,"Current Research in Green and Sustainable Chemistry",2666-0865,S4210237483,518,reused
POSI-J-024723,j-bench-current-research-in-immunology-1756,"Current Research in Immunology",2590-2555,S4210220195,84,minted
POSI-J-016449,j-bench-current-research-in-insect-science-1757,"Current Research in Insect Science",2666-5158,S4210218026,123,reused
POSI-J-006066,j-bench-current-research-in-microbial-sciences-1758,"Current Research in Microbial Sciences",2666-5174,S4210236417,637,reused
POSI-J-015277,j-bench-current-research-in-neurobiology-1759,"Current Research in Neurobiology",2665-945X,S4210239354,148,reused
POSI-J-008959,j-bench-current-research-in-parasitology-and-vector-borne-diseases-1760,"Current Research in Parasitology and Vector-Borne Diseases",2667-114X,S4210216509,403,reused
POSI-J-011934,j-bench-current-research-in-pharmacology-and-drug-discovery-1761,"Current Research in Pharmacology and Drug Discovery",2590-2571,S4210225866,245,reused
POSI-J-013837,j-bench-current-research-in-physiology-1762,"Current Research in Physiology",2665-9441,S4210183512,188,reused
POSI-J-013338,j-bench-current-research-in-structural-biology-1763,"Current Research in Structural Biology",2665-928X,S4210227336,201,reused
POSI-J-010328,j-bench-current-research-in-toxicology-1764,"Current Research in Toxicology",2666-027X,S4210216408,313,reused
POSI-J-024724,j-bench-current-research-in-translational-medicine-1765,"Current Research in Translational Medicine ",2452-3186,S2898475623,476,minted
POSI-J-001589,j-bench-current-therapeutic-research-1766,"Current Therapeutic Research",0011-393X,S160239940,2611,reused
POSI-J-024725,j-bench-currents-in-pharmacy-teaching-and-learning-1767,"Currents in Pharmacy Teaching and Learning",1877-1297,S41481881,2656,minted
POSI-J-017098,j-bench-cyber-security-and-applications-1768,"Cyber Security and Applications",2772-9184,S4387281872,108,reused
POSI-J-024726,j-bench-cyber-physical-energy-systems-1769,"Cyber-Physical Energy Systems",3050-7448,S5407051299,61,minted
POSI-J-024727,j-bench-cytokine-growth-factor-reviews-1770,"Cytokine & Growth Factor Reviews",1359-6101,S194552188,1674,minted
POSI-J-024728,j-bench-cytokine-x-1771,"Cytokine: X",2590-1532,S4210225398,54,minted
POSI-J-024729,j-bench-cytotherapy-1772,"Cytotherapy",1465-3249,S36838616,9999,minted
POSI-J-024730,j-bench-damage-1773,"Damage",3117-8448,S7407062363,17,minted
POSI-J-012557,j-bench-data-and-information-management-1774,"Data and Information Management",2543-9251,S4210174804,225,reused
POSI-J-024731,j-bench-data-knowledge-engineering-1775,"Data & Knowledge Engineering",0169-023X,S136993123,2686,minted
POSI-J-024732,j-bench-data-science-and-informetrics-1776,"Data Science and Informetrics",2694-6106,S4387290350,145,minted
POSI-J-013876,j-bench-data-science-and-management-1777,"Data Science and Management",2666-7649,S4210200631,189,reused
POSI-J-017495,j-bench-decarbon-1778,"DeCarbon",2949-8813,S4387288393,101,reused
POSI-J-005864,j-bench-decision-analytics-journal-1779,"Decision Analytics Journal",2772-6622,S4210184862,652,reused
POSI-J-024733,j-bench-decision-support-systems-1780,"Decision Support Systems",0167-9236,S11479521,4961,minted
POSI-J-018810,j-bench-decoding-infection-and-transmission-1781,"Decoding Infection and Transmission",2949-9240,S4387291674,63,reused
POSI-J-012749,j-bench-deep-brain-stimulation-1782,"Deep Brain Stimulation",2949-6691,S4387285667,221,reused
POSI-J-024734,j-bench-deep-resources-engineering-1783,"Deep Resources Engineering",2949-9305,S5407036926,82,minted
POSI-J-024735,j-bench-deep-sea-research-part-i-oceanographic-research-papers-1784,"Deep Sea Research Part I: Oceanographic Research Papers",0967-0637,S113880702,4564,minted
POSI-J-024736,j-bench-deep-sea-research-part-ii-topical-studies-in-oceanography-1785,"Deep Sea Research Part II: Topical Studies in Oceanography",0967-0645,S172051550,5412,minted
POSI-J-001836,j-bench-defence-technology-1786,"Defence Technology",2214-9147,S2736621015,2277,reused
POSI-J-024737,j-bench-dendrochronologia-1787,"Dendrochronologia",1125-7865,S75371934,1468,minted
POSI-J-024738,j-bench-dental-abstracts-1788,"Dental Abstracts",0011-8486,S2549936,6398,minted
POSI-J-024739,j-bench-dental-clinics-of-north-america-1789,"Dental Clinics of North America",0011-8532,S164311417,5241,minted
POSI-J-024740,j-bench-dental-materials-1790,"Dental Materials",0109-5641,S40121896,9104,minted
POSI-J-024741,j-bench-dental-research-1791,"Dental Research",3117-4876,S5407055140,25,minted
POSI-J-012919,j-bench-dentistry-review-1792,"Dentistry Review",2772-5596,S4210197995,217,reused
POSI-J-024742,j-bench-dermatologic-clinics-1793,"Dermatologic Clinics",0733-8635,S105469422,3531,minted
POSI-J-024743,j-bench-desalination-1794,"Desalination",0011-9164,S86512602,21133,minted
